stratum,repo,prA,prB,label,conflict_has_content,conflict_is_content_only,retrieved_at_utc,oid_scope,git_version,fetch_parameters,diff_parameters,api_headA_oid,api_headB_oid,headA_oid,headB_oid,baseA_oid,baseB_oid,merge_base_oid,filesA,hunksA,filesB,hunksB,status
cross,reeze/php-leveldb,52,54,CLEAN,false,false,2026-09-16T23:32:04.404282+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,16d37e9010d208a18715a40ef6a8ad62296fdf33,22791bedf00d44ed8e1a4a6cc2c869c85fb819f0,16d37e9010d208a18715a40ef6a8ad62296fdf33,22791bedf00d44ed8e1a4a6cc2c869c85fb819f0,70ecae7103dbfe0817740f1c2aeaed551e2f67f6,70ecae7103dbfe0817740f1c2aeaed551e2f67f6,70ecae7103dbfe0817740f1c2aeaed551e2f67f6,2,2,1,8,OK
same,OWASP-BLT/BLT,4238,4240,UNAVAIL_fetch,false,false,2026-09-17T00:08:49.683563+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,,,,,,,,,,,,UNAVAIL_fetch
same,microsoft/vscode-mssql,19567,19577,CONFLICT,true,true,2026-09-17T00:08:49.683865+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,eb1b3e255b72cd25bdf9c4f11fbdafeae4c812fd,182b8b7aa78eb6e3c47b16feb291046e80074033,eb1b3e255b72cd25bdf9c4f11fbdafeae4c812fd,182b8b7aa78eb6e3c47b16feb291046e80074033,2f07eaf805978662ed02c4af2aab40b333bd7b44,2f07eaf805978662ed02c4af2aab40b333bd7b44,2f07eaf805978662ed02c4af2aab40b333bd7b44,5,13,6,9,OK
same,econ-ark/HARK,1555,1556,CLEAN,false,false,2026-09-17T00:08:54.593046+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,bb42b26c63e5a5448840e55a34e2fc8d5c1a6ab9,5b84f73e2df82922d7c7001fb9f1a64db86d4cdc,bb42b26c63e5a5448840e55a34e2fc8d5c1a6ab9,5b84f73e2df82922d7c7001fb9f1a64db86d4cdc,fc815b59080de7620ffb0e289f19c318555d1274,fc815b59080de7620ffb0e289f19c318555d1274,fc815b59080de7620ffb0e289f19c318555d1274,1,1,1,1,OK
same,wvlet/airframe,3930,3931,CLEAN,false,false,2026-09-17T00:09:04.846324+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,698f643d2e5cae2770447e0ff97470dc47c07a0c,b37b1fc9b60113ff1f96997bd8d63ee5201dcdc8,698f643d2e5cae2770447e0ff97470dc47c07a0c,b37b1fc9b60113ff1f96997bd8d63ee5201dcdc8,ab3f07e514a1c8efb16b4190a4b41c07360072a3,ab3f07e514a1c8efb16b4190a4b41c07360072a3,ab3f07e514a1c8efb16b4190a4b41c07360072a3,2,2,1,1,OK
same,maplibre/maputnik,1258,1259,CONFLICT,true,true,2026-09-17T00:09:08.930313+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,d7bfc18c0d8f77ed2c8a9cff53ac0dc6afa266f4,76991ae7f60cc85901089cc63ee1c86ea24397b2,d7bfc18c0d8f77ed2c8a9cff53ac0dc6afa266f4,76991ae7f60cc85901089cc63ee1c86ea24397b2,e58b92b0cd1e2bc798fd1268936ddc225a648457,c1fde6f749a515d89b2ef2ca31848bec8ad4fb6d,e58b92b0cd1e2bc798fd1268936ddc225a648457,4,19,46,249,OK
same,microsoft/BotFramework-WebChat,5483,5499,CONFLICT,true,true,2026-09-17T00:09:11.554344+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,36f8d5f85315aeb4753650dcb6ceafed0112044f,ba10843b857d38448ca2efab6bd4a236ed3d15f1,36f8d5f85315aeb4753650dcb6ceafed0112044f,ba10843b857d38448ca2efab6bd4a236ed3d15f1,43d5b5cf92b753734a2f39d15287af187241850e,59815895a51eefc133a4b6627281676381708625,43d5b5cf92b753734a2f39d15287af187241850e,5,200,506,577,OK
same,obophenotype/cell-ontology,3184,3198,CLEAN,false,false,2026-09-17T00:09:32.948444+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,e0b33e91687ecc8be166b4e6c7889c5b720a50af,0bc2606384fc1d4e428fae5ec1bf256bb3aea585,e0b33e91687ecc8be166b4e6c7889c5b720a50af,0bc2606384fc1d4e428fae5ec1bf256bb3aea585,c95f9827747c7a2d65bc6fe68b917f2567570daa,61ebd9f4d33e405730f0b15264c59bf0b29f862b,61ebd9f4d33e405730f0b15264c59bf0b29f862b,15,59,2,14,OK
same,microsoft/vcpkg,45922,45923,CLEAN,false,false,2026-09-17T00:09:59.648459+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,fc16546b08e60064ec898093b5ae985ce40f81d1,aa252346ab412190a26efded409a6673572d48ea,fc16546b08e60064ec898093b5ae985ce40f81d1,aa252346ab412190a26efded409a6673572d48ea,ebc2e14093db29fbd8277c7ec8e4eb81a222fdc3,ebc2e14093db29fbd8277c7ec8e4eb81a222fdc3,ebc2e14093db29fbd8277c7ec8e4eb81a222fdc3,7,25,5,5,OK
same,joewandy/hlda,47,48,CLEAN,false,false,2026-09-17T00:10:03.406564+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,3836770529218ac189999841310ff3b799bcbb5f,41214316af2f00186de01c4de9241d2c886132aa,3836770529218ac189999841310ff3b799bcbb5f,41214316af2f00186de01c4de9241d2c886132aa,f28e2b05d9713936a4f11d73d94688caa0ad78d7,f28e2b05d9713936a4f11d73d94688caa0ad78d7,e5c42410b6c85a724a7063ea07307f3017db0a2a,1,4,1,2,OK
same,pytorch/pytorch,155615,155658,CLEAN,false,false,2026-09-17T00:10:05.736981+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,b3bf6f39b0c5a743f15e12552aaf6697336355c5,a610f7b83e64851199d6fd47eb4518d1c13fa6b9,b3bf6f39b0c5a743f15e12552aaf6697336355c5,a610f7b83e64851199d6fd47eb4518d1c13fa6b9,f0bee87eea03f6ded538590e2a073cc62ecd2818,85b85f6c2c7e6ca98abf9d9a38410d4b5703d64a,a205e8fd7357cf5c2b95eb4bec7c8ff7b5c41651,3,15,7,18,OK
same,DistroAV/DistroAV,1314,1317,CONFLICT,true,true,2026-09-17T00:10:14.204423+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,354527a152e40d8ee624651ef2a133121b4d82a3,635f5c2bc0a4a6e12b382739f8f9976e61a153e3,354527a152e40d8ee624651ef2a133121b4d82a3,635f5c2bc0a4a6e12b382739f8f9976e61a153e3,6e20c2aa28358bcebea152ea6e5739f91084d9f7,a600e6ae9450d9ee0320f8e920d4342c2743ec32,a600e6ae9450d9ee0320f8e920d4342c2743ec32,32,116,14,21,OK
same,benbalter/jekyll-relative-links,96,97,CLEAN,false,false,2026-09-17T00:10:16.739889+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,64404231be912d643b3aac21960001a935dadd1d,9ac3cb49d87386772e2fa3638347324fe16c7a30,64404231be912d643b3aac21960001a935dadd1d,9ac3cb49d87386772e2fa3638347324fe16c7a30,2b911c77a7128b60023e678567b76ee0aa3d32fb,2b911c77a7128b60023e678567b76ee0aa3d32fb,2b911c77a7128b60023e678567b76ee0aa3d32fb,3,8,6,6,OK
same,vercel/vercel,13444,13445,CLEAN,false,false,2026-09-17T00:10:19.594174+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,06961f6b0307726be19d00023c5a6be263508cb9,a84b0a11e40a20e8669ca08fbb850e040f3c9099,06961f6b0307726be19d00023c5a6be263508cb9,a84b0a11e40a20e8669ca08fbb850e040f3c9099,44e92f7d0d3883c7bff0f91eb116b76ba58f694f,d5400d69043e6cc4ccb13db05ecc2ebe3858be6f,d5400d69043e6cc4ccb13db05ecc2ebe3858be6f,111,424,4,9,OK
same,imgntn/j360,23,24,CONFLICT,true,true,2026-09-17T00:10:29.827738+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,f432db0ad46a633048ee38b44e99529cd9739486,dfd4f76e5849f33a9a303a1b2007f0d379fe42b7,f432db0ad46a633048ee38b44e99529cd9739486,dfd4f76e5849f33a9a303a1b2007f0d379fe42b7,adfcb65d794d4cc199ad122b5bfe607a90f58036,adfcb65d794d4cc199ad122b5bfe607a90f58036,cc04de4b79904d3f02dc21235bd034dda31009a4,10,50,13,52,OK
same,hetrixtools/agent,76,77,CLEAN,false,false,2026-09-17T00:10:32.149400+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,dd74333e711e953be6e0d83b0a7237bedce51b88,7239a0d0409ca35fe582733c17b49599741ac35e,dd74333e711e953be6e0d83b0a7237bedce51b88,7239a0d0409ca35fe582733c17b49599741ac35e,ab3fb41d5a3f38e831c6962cb63d3c2087f5ba48,ab3fb41d5a3f38e831c6962cb63d3c2087f5ba48,ab3fb41d5a3f38e831c6962cb63d3c2087f5ba48,1,1,2,6,OK
same,pardeike/Harmony,675,676,CONFLICT,true,true,2026-09-17T00:10:34.245225+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,0fcea06d76e32888439866a93faca33b485ae06e,45b98327904188a2bc4fb3eeea7f46f45910200c,0fcea06d76e32888439866a93faca33b485ae06e,45b98327904188a2bc4fb3eeea7f46f45910200c,420bd2de59fa4156c02ea9cae56d924da50fa04f,420bd2de59fa4156c02ea9cae56d924da50fa04f,420bd2de59fa4156c02ea9cae56d924da50fa04f,10,20,10,21,OK
same,Sumukh/Ignite,508,509,CLEAN,false,false,2026-09-17T00:10:36.755758+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,c24c255580f6ae81d08bcc1e44a2c385d8daf265,bfc051ac5421dbde2cfa4ac3e3f889417fdb12b1,c24c255580f6ae81d08bcc1e44a2c385d8daf265,bfc051ac5421dbde2cfa4ac3e3f889417fdb12b1,426618cdffa9578a20d32482db406ed5be6def22,426618cdffa9578a20d32482db406ed5be6def22,426618cdffa9578a20d32482db406ed5be6def22,1,1,1,3,OK
same,camunda/camunda,34153,34168,CLEAN,false,false,2026-09-17T00:10:39.613295+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,fa03642b43c680819de7487e7791a4f5a9ae2775,65b4b94a9ee380e30c85c2b8c0ed750eb8484c20,fa03642b43c680819de7487e7791a4f5a9ae2775,65b4b94a9ee380e30c85c2b8c0ed750eb8484c20,3eba063af4a1e1a1e654b79ca9623a66417c8275,3eba063af4a1e1a1e654b79ca9623a66417c8275,3eba063af4a1e1a1e654b79ca9623a66417c8275,2,2,2,2,OK
same,MikePopoloski/slang,1393,1394,CLEAN,false,false,2026-09-17T00:10:57.448773+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,60a500b93e7d8259d56e769fd1af5219b9d9208d,161ba0314fba75d64d051291b30ac379d7b41ec1,60a500b93e7d8259d56e769fd1af5219b9d9208d,161ba0314fba75d64d051291b30ac379d7b41ec1,87a07087e4c87dbabf5f80a1454d78224bbbd504,87a07087e4c87dbabf5f80a1454d78224bbbd504,87a07087e4c87dbabf5f80a1454d78224bbbd504,3,3,7,13,OK
same,JuliaLang/Pkg.jl,4299,4304,CLEAN,false,false,2026-09-17T00:11:00.213323+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,5f4f3c3288e3155e74ecba6f9f1a58bd12507c43,7eddf91ac8f7011ae41478c3c592f5de02e2455e,5f4f3c3288e3155e74ecba6f9f1a58bd12507c43,7eddf91ac8f7011ae41478c3c592f5de02e2455e,4ef5a5d4bba6d5e6439856cebe6ab81446116e46,d0c6d50ff79d34cf19204b9ab0a0dc8b03fb6b15,d0c6d50ff79d34cf19204b9ab0a0dc8b03fb6b15,24,87,1,6,OK
same,alexanderjeurissen/ranger_devicons,125,126,CLEAN,false,false,2026-09-17T00:11:02.695119+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,efcd8d486e34b3bfae95e62870666e9d495c6324,2ab3dd19752814cc72e4e31f475299d6bb0791ea,efcd8d486e34b3bfae95e62870666e9d495c6324,2ab3dd19752814cc72e4e31f475299d6bb0791ea,f227f212e14996fbb366f945ec3ecaf5dc5f44b0,f227f212e14996fbb366f945ec3ecaf5dc5f44b0,f227f212e14996fbb366f945ec3ecaf5dc5f44b0,1,1,1,1,OK
same,dotnet/sdk,49090,49166,CLEAN,false,false,2026-09-17T00:11:04.897365+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,5941f26b1d0272de9343701bb5c00f09c7728372,5a4097ccc0de4cc551fc47e14d89a1c5b1df8968,5941f26b1d0272de9343701bb5c00f09c7728372,5a4097ccc0de4cc551fc47e14d89a1c5b1df8968,46538f9886dbeeb2a57845f6b5e06bdecfe3e155,d7a7d932b048aed221c7ea80e00714e0eb6cbe8b,5a4097ccc0de4cc551fc47e14d89a1c5b1df8968,1021,19346,0,0,OK
same,appknox/pyaxmlparser,88,90,CONFLICT,true,false,2026-09-17T00:11:17.581807+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,7248ed7ab000f2023e923dc00fb1162465dd12c2,a2439da9a817582eedec5a34fa86f4b1acec176b,7248ed7ab000f2023e923dc00fb1162465dd12c2,a2439da9a817582eedec5a34fa86f4b1acec176b,446bf7c2c4e166327cb2cdea14a1fd2dbd1721ef,446bf7c2c4e166327cb2cdea14a1fd2dbd1721ef,446bf7c2c4e166327cb2cdea14a1fd2dbd1721ef,11,111,4,21,OK
same,OWASP/mastg,3372,3373,CLEAN,false,false,2026-09-17T00:11:20.396702+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,880f7d0987baede8ffe4198ae6ca7490cf783d1a,360ca8d4763fecbc5034769e905e289276379097,880f7d0987baede8ffe4198ae6ca7490cf783d1a,360ca8d4763fecbc5034769e905e289276379097,4e60a01ef0ae31735bc5806910d9ef248b22de53,d581abcf7dda87f4967c103ea9da0a75920e9f1b,880f7d0987baede8ffe4198ae6ca7490cf783d1a,0,0,507,586,OK
same,QL-Win/QuickLook,1712,1713,CLEAN,false,false,2026-09-17T00:11:30.816349+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,4742908983fd8f28fee6534d6ab0af0bfa23ae2c,f2c8273612aad8b00f9503f9be771c31c322081a,4742908983fd8f28fee6534d6ab0af0bfa23ae2c,f2c8273612aad8b00f9503f9be771c31c322081a,a4d118e11f72311b3324f2f7f6aa21c7a38b024e,a4d118e11f72311b3324f2f7f6aa21c7a38b024e,a4d118e11f72311b3324f2f7f6aa21c7a38b024e,1,3,2,6,OK
same,vercel/next.js,79523,80002,CLEAN,false,false,2026-09-17T00:11:33.806830+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,550193aa2445695d83f02b2b5c9ffa982dc0d000,c6c7c70a4cdae0863b70073fd208ba478cbc691b,550193aa2445695d83f02b2b5c9ffa982dc0d000,c6c7c70a4cdae0863b70073fd208ba478cbc691b,d14df6cc29b4b765952ac8adf0963d6854b79531,f684e973f1ddbbdc99cdda9a89070d6d228a1dd7,7d3e330af54468b903e1767a11c9e839b09aa0ab,1,3,412,2133,OK
same,commaai/opendbc,2269,2290,CLEAN,false,false,2026-09-17T00:11:41.421221+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,6edb52c54099ee5230efbfd7725a3899e959c0cf,6c70a20c8b5050c7e13e214b99dcd04e99464d9f,6edb52c54099ee5230efbfd7725a3899e959c0cf,6c70a20c8b5050c7e13e214b99dcd04e99464d9f,447381dee2d30fb46e4bf1aec0529667d0b9d159,c495fa822c845b0bfc6e1511ced3425d111f3fe4,447381dee2d30fb46e4bf1aec0529667d0b9d159,3,39,24,40,OK
same,MetaMask/metamask-extension,34098,34489,CONFLICT,true,false,2026-09-17T00:11:44.172335+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,a047fec69991d54b327c0dbe2c23c45a501b7996,07f32c930264ead36aed11656bf787d6e93a9e74,a047fec69991d54b327c0dbe2c23c45a501b7996,07f32c930264ead36aed11656bf787d6e93a9e74,9d5603278913d39b6c9ce06d2653f77fc94270c9,6010310c5ac13cefc859bf2f0819e000a9e34f1b,17fed3855ba1c76dce34077fbd351b2d8b190a16,1091,6610,92,478,OK
same,box/boxcli,564,565,CONFLICT,false,false,2026-09-17T00:12:19.867741+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,eb92bec00c2d2f67fdb6b356e622c4ebf8eadfcc,a00d96aa8717d42a79662cb7b63e4c6ad3ce0dc5,eb92bec00c2d2f67fdb6b356e622c4ebf8eadfcc,a00d96aa8717d42a79662cb7b63e4c6ad3ce0dc5,3d3b19f651b69ed0d91b2592a3d37ca0b3705597,eb92bec00c2d2f67fdb6b356e622c4ebf8eadfcc,3d3b19f651b69ed0d91b2592a3d37ca0b3705597,5,5,1,1,OK
same,DataDog/dd-trace-java,8984,8985,CLEAN,false,false,2026-09-17T00:12:23.965164+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,769fb64c58518fdca3c65082e2972610cabe6df0,40e5ac7881f65d774e2c39e3529b8f0829508bda,769fb64c58518fdca3c65082e2972610cabe6df0,40e5ac7881f65d774e2c39e3529b8f0829508bda,8e587850a26c93a5d5d35ca4d2eaebeacf2f5ae3,46d09492c9b9238d93b5f385203f549abe87fbe4,8e587850a26c93a5d5d35ca4d2eaebeacf2f5ae3,2,2,369,1191,OK
same,gmathi/NovelLibrary,243,244,CONFLICT,true,true,2026-09-17T00:12:30.728019+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,2a19122dee9b8e9239ef4f760c0cb1477678510c,d28eb5fefe589a7f45d9ce1bbf64d406a11292b6,2a19122dee9b8e9239ef4f760c0cb1477678510c,d28eb5fefe589a7f45d9ce1bbf64d406a11292b6,f517fd198bdd3232f74e73e6513e5f72152087d4,f517fd198bdd3232f74e73e6513e5f72152087d4,f517fd198bdd3232f74e73e6513e5f72152087d4,6,16,3,3,OK
same,Voxelum/minecraft-launcher-core-node,321,322,CLEAN,false,false,2026-09-17T00:12:41.138991+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,0f64468bc148e6cd5f63097cf5e0e552cd4a7bb9,3859636a82a13dca8657c48e84e5a2eae9eaab0f,0f64468bc148e6cd5f63097cf5e0e552cd4a7bb9,3859636a82a13dca8657c48e84e5a2eae9eaab0f,a255c84cd072e7d99cfc6db1482f49627906c2bd,1e19841fead541913c73f8bde85d5512ac4eb0d4,a255c84cd072e7d99cfc6db1482f49627906c2bd,4,11,2,6,OK
same,Voxelum/x-minecraft-launcher,1020,1021,CLEAN,false,false,2026-09-17T00:12:44.201006+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,ad25f69fd1d4ab6a301a8067e948bc2dafa9b431,e66249352a3dc3d3ddb1ad0ad8039325cfcd34f5,ad25f69fd1d4ab6a301a8067e948bc2dafa9b431,e66249352a3dc3d3ddb1ad0ad8039325cfcd34f5,4972cf7b2654474241c44ba1acdaa21ef17ab5ea,ac9e1594b971d7e5f21250cdc790c5a63171f87a,4972cf7b2654474241c44ba1acdaa21ef17ab5ea,2,2,8,14,OK
same,shader-slang/slang,7585,7588,CLEAN,false,false,2026-09-17T00:12:46.975952+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,30eeb79dd9bab3aa82f037dd487d9c4efc6a90dd,628cc4273b05ca2b70f663d685c9e10e41b98aa7,30eeb79dd9bab3aa82f037dd487d9c4efc6a90dd,628cc4273b05ca2b70f663d685c9e10e41b98aa7,eb7f3357a1c316bad51cf0bfaea27d81a93f96ad,0aa67332a8741ca4b14c20e571f281d0a5ccfa42,eb7f3357a1c316bad51cf0bfaea27d81a93f96ad,4,8,35,58,OK
